reviewText,overall,sentiment
Husband loves for his shakes,5.0,positive
I cant put my finger on it but mine had a funky taste to it,2.0,negative
Good product and customer has no issues.,4.0,positive
"It's Coke. If you've never had Coke before, find a vending machine and buy a bottle before you buy this. I like it, but some people don't. Incidentally, if you like Coke better than Pepsi, try a Pepsi throwback sometimeI can taste the difference cane sugar makes versus HFCS, and Coke doesn't sell a cane sugar version on Amazon.",4.0,positive
They are too dry and look unappetizing.,2.0,negative
"If you're looking for a 100 calorie snack, this popcorn is packaged in amounts which are 100 calories popped.  I add a little melted butter mixed with olive oil.  The popcorn tastes light and fluffy.  There were no unpopped kernels.  However, the first time I popped it, I burned it as they said it might take about 3 minutes.  Well, it took only around 2 minutes.  I should have stayed in the kitchen to listen to when the popping slowed down.  So, don't assume it will take nearly 3 minutes.  This is delicious popcorn for the calorie count.",5.0,positive
Good quality and price. Great service. Very functional.,5.0,positive
this soap was worse than the generic brand. It did not suds up at all. Really disappointed and will not buy again.,1.0,negative
"These smell awful!  They do not have a fresh, natural smell - they smell of chemicals.  And the scent lingers for a long time.  These are the lemongrass scent - which I thought would have a mild, fresh scent.  Horrible!",1.0,negative
These are awful! Terrible aftertaste! There are better ways and tastier items to get your fiber. Which also won't have saturated fat.,1.0,negative
I love the other filaments that they sell but this one was rolled incorrectly so it keeps stopping my printer from printing my jobs,1.0,negative
okay,4.0,positive
"Its pork, And beans, And they come in a can...How can that be a bad thing?",4.0,positive
These are a nice light snack. I prefer tapioca but it isn't available on this site. I recommend them. They are a good lightly sweet dessert.,4.0,positive
"These shells suck!
Sorry but they are only good for staying in place while you fill them up but the moment you take a bite the completely break!",1.0,negative
"This is REALLY bland.  Hardly any flavor at all.  I much prefer Carnation Instant Breakfast, Dark Chocolate.  Much more flavor!",2.0,negative
"Smashed, don't buy with anything heavy.",1.0,negative
I am very disappointed with this filament. Generally I consider Gizmo Dorks filament the best I have ever used. Sadly this black PLA is almost the most horrible filament I have ever used. The biggest problem is that the filament seems to have globs in some places which makes the diameter much larger than it should be and other places it looks like it was stretched too thin. This material jams in both my UP! Mini and Prusa i3. In order to use it I have to cut away uneven sections. I cannot use it at all for long prints.,2.0,negative
I do really like this shampoo not sure about all the answers in we will find out I did find it as a price $2 cheaper so that works I'll continue to use it if it's healthy.,4.0,positive
Taste great with and not too sweet. I enjoy mixing this with my coffee in the morning and it really gets me going. This item is also a pretty good deal for its price. Its only about 60 percent full when you open it so it does not seem as big as it is.,4.0,positive
"worked fine for about a month, but hasn't kept accurate temp for at least a week. now some portions of digits not displaying. and reading 10F indoors. actual temp is about 70F. tried new batteries. same exact result. can't return after 30 days - i tried. also, the INCREDIBLY SMALL DISPLAY on this thing isn't much larger than a book of matches. definitely wouldn't buy again. i tend to like Amazon recommendations, but ended up with a real dud, this time.",1.0,negative
This is much too sweet and I have a sweet tooth. I may have to water it down. The Fusions are much better.,2.0,negative
"This PLA was extremely brittle and constantly broke, leaving the print unfinished, and forcing me to restart the print over and over again.",1.0,negative
As expected.,4.0,positive
"It could use more almonds, cinnamon, and possibly some raisins.",2.0,negative
This have no taste. Yuck,2.0,negative
Didn't work at all I wouldn't recommend it. To trying it three or four times longus it lasted without peeling off was an hour,2.0,negative
"Good soup.  Large serving, no mixing. Yeah!",5.0,positive
tastes is a little weak,2.0,negative
"It sucks! Absolutely sucks! It tastes bad, doesn't spread, even when warm. Don't buy this garbage, it totally sucks. Puke in a jar!",1.0,negative
This is a good product the only thing I noticed about this flavor is it doesn't mask the vegetable taste as well as the other flavored have in the past. Still a good buy for any one though.,4.0,positive
Tasty rice cakes.,5.0,positive
"Neither of my kids, nor myself enjoyed the taste of theses. They have great ingredients but, unfortunately, its at the expense of the flavor!",1.0,negative
Toms sold out to a large corp formula now contains toxic ingredients.  Label still says natural but it is not. It has sodium laurel sulfate a foaming agent that can build up in your body.  No wonder there is so much cancer in this country.  Avoid this if you are looking for a natural product.  I was dismayed when I got this home and it foamed in my mouth. I read ingredients and learned it is full of you know what.,1.0,negative
no comment,4.0,positive
"I personally did not like it, but I am sure that there are people that would.",1.0,negative
sucks,1.0,negative
Says that it is 12x12 inch but actually came 11.75x11.75 inch.  Unfortunately this is too small for what I needed and took 2 months for it to arrive.,2.0,negative
my sons love these,4.0,positive
They were a hit.,5.0,positive
"Yuck !  I like sparkling juices and sparkling flavored waters, and this doesn't taste like either.  For the 80 calories (of sugar), I expected something that had a flavor more like sparkling juice, but this was very watery in its flavor.  It was not overtly 'grapefruit', but a general citrus flavor- not bad but not what I ordered.  I took three sips, and threw away the rest of that can along with the remainder of that 4-pack, and the other one I'd ordered.  I'm sticking with Izze.  THAT is actual sparkling juice- not some leftover food waste marketed to sell.",1.0,negative
Disgusting. Those who likes this had never tasted the real chain latte.,1.0,negative
I love ReaLemon and I purchase it all the time. I mis-read the label though. This is quite expensive when compared to the 32 ounce bottle in my local area. I won't be purchasing this again as I am able to get twice as much for the same price. READ the LABELS so you're comparison is accurate.,2.0,negative
"As an adult tasting so many different variants of milk over the years......sure, you can tell but it's really smooth and yummy! Giver a shot!",5.0,positive
"As a child I did not care for Ovaltine.  It was too malty.  I  received a sample of this in the mail and was pleasantly surprised.  It had a good chocolate flavor with just a hint of malt.  I purchased a cannister and found that it mixes well with both soy and almond milk.  You can make a decent smoothie with it and it makes a hearty cup of hot cocoa.  Enriched with 12 vitamins and minerals, it has no artificial sweeteners or flavors. I would suggest using less than the package recommends and then adjusting for taste. For those who prefer the malty version, try either the classic malt or chocolate malt.  The maltines is understated in the rich chocolate flavor which,in my opinion, is an improvment.",4.0,positive
Huge amount of cat food for a great price. Bad for your kitties! Has dyes and terrible ingredients.,1.0,negative
wouldn't unroll,2.0,negative
Very tiny container but very tasty for low sugar,4.0,positive
"The five stars is for the jelly only.  While the concept of being able to squeeze your jam or jelly onto your bread/cracker may be a good idea, in reality, the use of a squeeze bottle leaves a lot to be desired.  As others have written via their review, for whatever reason and especially after being open a few days, this grape jelly is nearly impossible to squeeze out even after banging the bottle on the counter to try and get the jelly down to the opening.  As a result, one winds up unscrewing the cap, removing it and using a long handled iced tea spoon to get the jelly out.  Entirely defeats the squeeze bottle concept.  The Smucker's brand has been around for eons and apparently to remain competitive with other makers of same/similar types of jams, preserves and jellies, went the cheaper high fructose corn syrup additive years back.  It is nice to see that the pendulum is apparently swinging back to using ingredients of yesteryear, i.e., more wholesome and natural.  I've tried Smucker's newer line of jams, jellies and preserves that are made without the high fructose corn syrup and they are much, much better.  Pricier - but you are what you eat and you get what you pay for.",4.0,positive
great,5.0,positive
"do not buy this color unless you are ready for headaches. Hatchbox usually makes great filament and ""fire sale merchant"" was very helpful (I only recently tried using it, a few days after the return window and when I let them know it was bad they sent a new roll). The new roll is has better adhesion and less warping, but is simply unusable. the difference between two rolls says that there is some variability, so maybe some people get lucky, but even under the best conditions (filament stored in a dessicant box, well-tuned printer in an enclosure) you'll have issues.",2.0,negative
"It does what it's suppose to. replaced clogged nozzles on my flashforge creator original. I can't compare the difference between the old nozzles to these since I bought the printer 2nd hand. But it solved my clogging and uneven filament problems.

UPDATE: After about 2 weeks, it's starting to clog frequently. It worked great at the beginning. Printing with the same roll of ABS on my old nozzles, which was printed better and lasted longer, even though it was old. Having to pull apart to clean/unclog after every print.

Changing to 1 star. Will have to look for better quality nozzles.",1.0,negative
OK,4.0,positive
"tasty, but a bit on the bland side. definitely a comfort-food item",4.0,positive
Tasted weird. Threw them away.,1.0,negative
"This diet iced tea was a big disappointment. So many good reviews here and elsewhere
convinced me to give it a try. BIG mistake! So sweet, the taste was nauseating. After the
1st bottle, I waited a few days to be fair, and tried it again. Not good. The tea flavor was
overwhelmed by the artificial sweetener. However, the actual taste of the tea seemed good,
so I will give the unsweetened variety a try, adding my own sweetener and lemon. Stay tuned.",1.0,negative
A lot of vegetables and great taste.,5.0,positive
It's a good price and super convenient to have it delivered to my front door.  Would order again.,4.0,positive
Looks nasty!,1.0,negative
"This particular variety has an overwhelmingly strange taste. I'm not sure if it's an almond extract that is overpowering it or something else. Also, the amount of water that this requires leaves you with an oatmeal soup, of sorts, since the water isn't fully absorbed into the oats. Not a fan.",2.0,negative
"Very unhappy--product is not as described OR as pictured. I should have read all the reviews first.( The toilet paper I received is a package of 12 regular rolls, NOT 12 ""Big"" rolls as pictured, So I only got half the amount of toilet paper advertised.
 deceiving",1.0,negative
"good flavor, texture. the bag doesn't seal that well, but it's small enough you should go through it quickly",4.0,positive
"have not used yet , but I have used this product before and I do like it.",4.0,positive
Same as in store but good product.,4.0,positive
"Fan of Palmolive but didn't realize this wasn't the ""ultra"".  Needs more product to bubble up.",2.0,negative
No flavor. Very bland,2.0,negative
not loving the taste of this,2.0,negative
root beer flavor didn't taste quite right.,2.0,negative
ok,4.0,positive
Folgers is good coffee at a great price. This roast is popular.,4.0,positive
Taste like Sriracha,4.0,positive
"Bought two of these (cheap in price) units.  Have them side by side.  One can say 53% humidity and it's High, the other reads Low.  One reads 59 for temp and  the other 54.  So precision is not seen in these units, then again, neither is a high cost.  So maybe you get what you pay for?  Wish I knew which was accurate.  I believe the temp (and possibly humidity) is a 24hr history.  I've seen mine have a low temp of 54 and the next day a low temp of 58.",2.0,negative
"There is a permanently marked label right on the front to tell you where to re order more signs.  Its prominent, right under the word 'surveillance'. I'm giving this otherwise alright product one star because the photo i looked at of it to buy it did not show the big reorder information.  I'm tired of subtle false advertising and tricks.  Just be honest and show the real picture.  How am i supposed to remove this silkscreened permanent ink? Acetone would dissolve the plastic enough to leave a streak.",1.0,negative
Very good,5.0,positive
Good,4.0,positive
Cats try to cover it up!!!,2.0,negative
"Too much sugar, it exhausts my body",2.0,negative
So  convenient,5.0,positive
"I have multiple boxes of these. I buy meat in bulk, break it into smaller amounts and freeze just enough for a week's worth of meals.",5.0,positive
"Just got around to using this. Conditioned it as per instructions, then calibrated, using 7, 10 and 4 solutions, per instructions, then put it away in storage solution, per instructions. Today I brought it out to test the pH of some whey...... after rinsing the tip in distilled water, the unit gave me a reading of 6.8 (the whey should be at most 6.2 at this point). Thinking maybe the whey was the problem, I rinsed again in distilled water, then tested the whey again.... 6.8.  OK, rinse, and this time test the distilled water..... 7.5?  What about our filtered water?  7.9? Tap water... 8.5?

Something's got to be screwy here.... so I rinsed again, then tried the 7.0 calibration solution, which read at 7.2. After recalibration, I tried the whey again, and got 6.8. Distilled water 7.5. Filtered water 7.9. Tap water 8.5. I am now verging on throwing this thing through the window....

Seriously, thing MUST be defective. I wish I still had the packaging so I could return it.",1.0,negative
"Great for people looking to reduce sodium, but you will end up needing to add something ... it's kinda bland. Curry powder helps :)",4.0,positive
Extremely disappointed in these. While they are plenty large & thicker than other brands I have used they make my face Really Greasy! Unfortunately I purchased these in prime pantry therefore cannot return for refund of $8.97+tax I paid. To add insult to injury I see now they reduced them by over $1.00.  Buyers beware if you have not previously used these Do Not buy them in prime pantry.,1.0,negative
"Great tomatoes!  No roundup, GMO, chemicals in my tomatoes!!",5.0,positive
I did not like the flavor at all. The consistency was weird also. This is the first coconut milk I have tried so  I have no basis for comparison. I would not buy again.,1.0,negative
"Taste is awful, was unbearable to drink.",1.0,negative
Got it to put in gift basket....,4.0,positive
"This band-aids stays on very well...too well.  They will stay in an area that flexes, which can often pop off other band-aids, but when it comes time to get them off you will have a painful struggle.  They pull and irritate the skin big time and leave glue behind.  They are tough strips, as in tough on your skin.  I couldn't imagine using these on skin that has hair on it, as it would pull all the hair out...ouch!

There needs to be a good balance between a band-aid's ability to stay on and your ability to get it off again without a lot of pain.  This one falls too far to the former side.  Or they need to put a note on the box that says you need to use some kind of alcohol to get the band-aid off again.",2.0,negative
Works well and quickly,4.0,positive
It is my mistake. I needed more rigid tubing but this one is too soft.,2.0,negative
great substitute.,5.0,positive
really sweet,5.0,positive
Mirror is way to big for the small clip,1.0,negative
"I'm disappointed in this filament.  Its properties aren't too bad, it melts at the expected temperature. and adheres to blue painters tape and a previous PLA layer reasonably well.  The color is slightly more transparent than natural PLA but not enough to justify the extra cost.  Where this filament disappoints is in the manufacture.  The thickness is remarkably inconsistent, it's very wavy instead of smooth, and it isn't wound on the spool very well.  As with most transparent PLA, it is very sensitive to moisture and needs to be sealed in a bag with desiccant when not in use.  Where the end has been scored by the extruder gear, it will always break the next day.  And the extruder gear seems to have a surprising amount of trouble holding on to the filament.  I can't use this filament in an unattended printer and I frequently need to restart prints because of this.  I won't buy this again.",2.0,negative
Put in food box for studying students.  I also like the natural PB.,4.0,positive
"These crackers have a great sesame flavor.  I love them with a chunk of cheese or a dip of hummus. They are gluten free if that is your thing.  The ingredients are Brown rice flour, sesame seeds, potato starch, quinoa seeds, safflower oil, flax seeds, amaranth seeds, tamari soy sauce and salt.  Lots of good stuff without those unpronounceable chemicals.

My only negative observation is that they do not travel well.  I've ordered them on-line and also bought them at the local market.  In both cases they arrived home in a broken state - more than is acceptable. This is disappointing.  If the manufacturer can figure out how to make them more travel friendly these would be a 5 star snack.",4.0,positive
I don't have high standards for such things. I've eaten cold MRE's with ice forming on them and didn't complain. I've eaten ramen that had to sit in luke warm water. This is among the worse things I've consumed that were intended for human consumption.,1.0,negative
how do people like these? they fog up immediately. unwearable.,2.0,negative
good,4.0,positive
"I am very picky about sweet tea. This one has a decent amount of sweetness, but for my liking it could be a little sweeter. It does have a nice refreshing taste. If you enjoy very sweet tea, you may want to go with the Extra Sweet version. It is a good product.",4.0,positive
Not for me .. way way to sweet!,1.0,negative
Great healthy treat.,5.0,positive
Tasted nasty and quite medicinal. I have around 7 packets left. Eww,2.0,negative
Little tiny delicious clouds of marshmallows. I love marshmallows!  These were very fresh and perfectly sized. Perfect in a hot chocolate or just eat them and pretend you went back in time to your childhood.,5.0,positive
i clam (for many years) so i make my own chowders... however...this one is as close as you will ever get to homemade...very full bodied and tasty...el fed,4.0,positive
"As far as sweetened cereals go, this one is not bad. We serve it with protein rich foods for a rounded breakfast, and it makes the kids happy.  It's also great dry as a fairly healthy snack. No one in our family has a problem with gluten, but I sure am glad this is available to children who do.",4.0,positive
Great for long term storage..In case of that zombie apocalypse or lots of bread baking.,5.0,positive
"This order was not what I wanted, but that is my problem since I did not read the instructions very well.",1.0,negative
great product,5.0,positive
"Laser light stopped working after 9 uses.  Now I don't know if it is correct or not or if it is calculating the temp where I want !

Works well After I put in a new battery.  The battery that comes with it is IN the handle.
Wasn't until I swapped out for a new battery that I found out that the one supplied is shrink wrapped before they put it in.  VERY TIGHTLY SHRINK WRAPPED.
Hope this lasts",1.0,negative
"I should have read more reviews before buying.....I was disappointed to discover you don't get 6 of each flavor - you get 9 original, 6 sour cream and only 3 cheese flavors. I felt a bit cheated! Each little tub is convenient for carrying to work or school (occasionally!!), or even camping or outings. But each only contains about 12 chips. So you don't get much bang for your buck with these.
Like most chip snacks they have their share of fat and salt, so the idea is not to knock off several at once - and it is not always easy to stop at one tub!
Several of mine came with broken chips, which doesn't spoil the eating but makes getting them out of the little tubs tricky and messy. It would have been nice to have them all intact :(
Overall I would opt for the larger tube of Pringles over these next time.",2.0,negative
tastes like chemicals and fake  sweetners,1.0,negative
Great find !  Love that it's in fruit juice and NOT heavy syrup . Now whole family can enjoy . Kids don't miss junk when these are so easy to grab and go .,5.0,positive
"I've used cover girl mascara before with no issue but this particular mascara made my eyes itchy and red. other than sore eyes, the product was great for bargain dime store makeup- gave me full, thick lashes with no flaking. It's a shame it didn't work for me.",2.0,negative
Arrived on time and as described.,4.0,positive
"Search ""Primefit air regulator"" and you'll see something that looks more substantial, and costs a bit less.",1.0,negative
some of the chips were too hard to eat,2.0,negative
it's coke,4.0,positive
"It arrived with the protective lens rattling around inside the housing and the rest of the emitter loose inside as well. Amazon refunded my money without a problem but I ended up replacing it with a different make/model, Fluke 62 Max (which isn't comparable in price or build quality at all)",2.0,negative
"Beware! Tip broke off!

In all my years using these kinds of plugs Ive never had one destroy another piece of equipment.
After 2-3 uses, the tip of this broke off inside a jack.  I was stunned.  It is impossible to remove the tip, now I must attempt a repair on that gear and replace the jack.

Avoid these!  If you insist on buying these check my garbage can for 9 more unused plugs.
I will not risk the destruction of any more gear with these.

(Amazon - why no zero star ratings possible?)",1.0,negative
I THOUGHT THE FLavor was disgusting,2.0,negative
Good stuffed.,5.0,positive
"These are not ""Bounty-quality"" towels.  Thickness is reduced.  Softness is reduced.  We're paying top-dollar Bounty, stop skimping.",2.0,negative
"This product is a staple for me. I drink it as a substitute for milk, most juices and other cold drinks.

It's low in calories, not too sweet, natural and tastes delicious! Very subtle.

I also use it for cooking oatmeal, making creamy sauces and healthy breakfast shakes. And always with cold cereal.

I buy it by the dozen! It's THAT good!",5.0,positive
Drippy and terrible,1.0,negative
YUMMY and arrived decent amount of time. Good item to have on hand and readily available.,5.0,positive
Good canned soup.  Quick shipment although some cans dented.,4.0,positive
"It works, but in my garage that was 45 degrees F, the screen would not show the temperature.  I had to place a heater near the thermometer in order to show the temperature on the screen!",2.0,negative
Not as good as MIO,1.0,negative
"we did not like it at all, it was not fizzy and the taste was not to our liking",1.0,negative
"Delivered as promised and within expiration date.  As advertised.
Not sure what else to tell ya!!

Yes totally useless.  Hope you found it helpful anyway!!  How else do you review a common grocery product?
Delivery: on time
Expiration:  good
Taste:  same as store-bought!",5.0,positive
Love this,5.0,positive
"Was a Gift to-for Another...but, They ""Loved IT also""!!....driggs, 1/17/16",5.0,positive
Great for tuna salad,5.0,positive
"My optometrist recommended this and Aquify, and having used several brands, I found Opti-Free to be the best. I've used it several years with no problems. It seems to clean my contacts effectively, and leaves them feeling very moist. That seems weird to say, but I have noticed the difference between this and others, as my contacts retain moisture and are more comfortable after using this.

I also like the Opti-Free Express, but I think Replenish leaves my eyes feeling better.",5.0,positive
I bought this item once because of a deal. Not impressed.,2.0,negative
"I bought this for my husband because he wanted to try a new toothpaste. We were both very surprised to find that it is spearmint flavored, which I hate. It isn't mentioned anywhere on the bottle or in the description. I think that I, along with most people, associate green with spearmint, so I assumed that the blue packaging meant that this was the minty flavor of most toothpastes. That was an incorrect assumption. It's also thin and runny and kind of soaks into your toothbrush, instead of sitting on top of it. The consistency grossed my husband out and I don't think he'll be using it again. The one thing we did like was that the shape of the container makes it easier to store than traditional tubes of toothpaste.",2.0,negative
"<div id=""video-block-R3NG5NSPOKETO0"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/B1u0MNPB3QS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/81fTdT2oU-S.png"" class=""video-slate-img-url"">&nbsp;The product does not work I request the refund because I bought SEVEN units!!!!

Is not calibrated with the solution and varies the measurement every time!!",1.0,negative
"Product is still gooey 24 hours later at room temperature.  Weak, and rather difficult to mix properly.  Will not buy again.",1.0,negative
Not as good as I was hoping.,2.0,negative
just great,5.0,positive
"I think these smell nice and generally, the trash can smells nicer than it usually does.  I think the Odor Shield is really just for human noses though, because both my dog and the neighborhood raccoon still seem to know what's in the trash.",4.0,positive
"For many years, L'Oreal has claimed to be hypoallergenic but for some reason, I had an allergic reaction to it. I couldn't really see any redness (because of the concealer) but my skin felt hot and burned where I applied it under my eyes. I generally don't have any skin problems with cosmetics so I'm not sure what happened. As much as I wanted this to work, I won't jeopardize my health.

As for the formula, it quite emollient and medium-full coverage depending on how much you use. Not good for oily skin and probably will crease unless you set it. The brush applicator is crap and a doefoot would be better. But the coverage is good for someone with normal to dry skin and can probably be used to cover blemishes as well.

Still a great purchase for under $1.50.",1.0,negative
Love it!,5.0,positive
very strong unappealing odor,2.0,negative
love it,5.0,positive
"I really wanted to like this drink.  But, unfortunately it tastes pretty bad.  I couldn't even give these away at the office.  People either recognized and their reaction was something like ""Gross! No way!"" or they didn't recognize and the response after tasting it was ""Gross! No way!"".",2.0,negative
I like the sheer strip bandages!  not so obvious !,4.0,positive
"Definitely something strange about this soup.  It had a very odd, almost chemical taste, so much so that I requested and received a refund for the two containers I purchased.  Had a similar problem with the Campbell's Organic Vegetable soup.  Loved the tomato soup though.",1.0,negative
"This was part of a care package item, however I buy this all the time and they are great and leave no freezer burn.",5.0,positive
Healthier,4.0,positive
I thought I would like it but I just don't. I gave the packages to my friend who definitely loves the stuff. So I would say that it's 2*s for me and 5*'s for my friend. The ice cream company is fantastic though.,2.0,negative
These do not fit blade fuse blocks and are not as pictured.,1.0,negative
yum,5.0,positive
"I have three cats (don't ask, I only planned on one) and they each have different eating habits.
They all hate, HATE pate. One only likes meat.  One LOVES vegetables and the other doesn't care so much as long as it is food.  They all love gravy but not other sauces.
They ALL love this!
This is one of the few kinds that I can feed all of them and keep them happy.",4.0,positive
"Progresso Rich & Hearty New England Clam Chowder is yummy.  This is a rich and hearty clam chowder.  Not one that is watered down.  Looking for a clam chowder that will fill you, this is the one.  I have eaten New England clam chowder in seafood restaurants, but for my money and choice, I pick Progresso Rich & Hearty.  You know you are eating clam chowder--it is full of perfectly cooked potatoes and clams.  Progresso also makes a lighter version of New England Clam Chowder and that is also delicious if you are looking for a lighter version.  Buy a can, try it, you will definitely buy another can.  If you like New England Clam Chowder, you will enjoy this one.  Recommend",5.0,positive
"Except for baking, Morton Coarse Kosher Salt is what I use in the kitchen and at the table. I prefer pure, plain salt to the somewhat muddled flavor of sea salt. Table salt is much finer so it is harder to pinch and distribute evenly on a finished dish.

This coarse, flaked salt is also necessary for topping pretzels and margaritas and making pickles. It is also especially nice topping whole grain loaves and on meat, poultry or baked potatoes. If you have a French recipe calling for ""gros sel"" something of this nature is what is intended. A nice gift that is easy to make using this salt is pickled lemons, which are very useful in Mediterranean dishes.

Note that this salt is less dense than regular table salt. The label indicates to add 1 tablespoon per quarter cup if the recipe calls for table salt.",5.0,positive
"I think someone needs to check their measurements. .02"" thick - more like .06"" thick. Way to thick to be of use.",1.0,negative
love it,5.0,positive
Good hearty soup in the Amazon Pantry,5.0,positive
Great product and value for the money spent,5.0,positive
Great,4.0,positive
"Taste wonderful, cooks up great in our rice cooker.",5.0,positive
The chili tastes good by itself or when you put some cheese of top.,4.0,positive
"Was hoping these would be good, but NOOOOO. These taste like the smell of a horse barn!!! Put them out on the back patio for the deer. They ate them. Probably because they taste like livestock feed.",1.0,negative
Yes it does clump and is easily cleaned.  The Odor control is not there at all!,2.0,negative
Use it in my shakeology almost everyday.,5.0,positive
"Let's do the math... what would you say if I told you that, if you paid three times as much, you could buy a quality Sonicare toothbrush&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Philips-HX7361-Sonicare-Elite-e7300-Power-Toothbrush/dp/B0015INAVC/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Philips HX7361 Sonicare Elite e7300 Power Toothbrush</a>&nbsp;that lasted 20 times as long and never needed a battery? Or, if you paid about twice as much you could buy another quality Sonicare toothbrush&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Philips-Sonicare-Advance-4100-Sonic-Power-Toothbrush/dp/B00008BFXG/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Philips Sonicare Advance 4100 Sonic Power Toothbrush</a>&nbsp;that lasted probably 10 times as long and, it too, never needed another battery?

I rest my case.

We bought 2 of these for the kids. One of them stopped working after a couple of days. Amazon sent us a replacement. Then, both of them stopped working a few weeks later. Eventually, we  bought our kids some good quality Sonicares and they never failed.

My personal Sonicare experience:

- My first one, the 'original', lasted some 6 years.
- I bought an Elite 3 years ago in December and it's almost as good as new today (minor wear on the rubberized sides).
- I bought the kids their Elites about one year ago and they are as good as new.

Go with the Elite and be happy or buy these and you are likely to be sorry.",1.0,negative
These were definitely not my 'cup of tea' per se. I am sure they would appeal to most people but I just did not like the taste. They were nice and fresh though and crunchy like you would expect CHEX to be.,2.0,negative
These don't seem to fit on my drill bits very well.,2.0,negative
Makes awesome pancakes! Was a winner in my household.,5.0,positive
https://www.amazon.com/dp/B0014CQAZW/ref=cm_cr_ryp_prd_ttl_sol_0,4.0,positive
Taste like poo.,1.0,negative
Glad makes a good storage container.  Easy to reuse and wash.  Good for plastic.,5.0,positive
"I have bought 6 spools of Hatchbox PLA so far, and they have all been reasonably good filaments, however this ABS is garbage.  I have managed to get a single print of about 150g with this stuff, but have so far cleared my bowden tube and my hot end 5 times because this garbage keeps snapping.  I have had to take apart my hotend to clean this garbage out that I am going to need to replace the heatbrake as it is now bending",1.0,negative
a gift for a friend and she loved it,5.0,positive
"I will admit that I have no idea what real Albacore tastes like, but this tastes like tuna with no flavor. It's nasty. For the record I love Bumble Bee's chunk light tuna. This tastes like tasteless tuna.",1.0,negative
Good flavor.,4.0,positive
Good,4.0,positive
This is a pretty good kit of spacers but not for screws or nuts. You can only mount 4 boards then you'll be heading to the hardware shop to buy the nuts anyways. You might save a little money or you might end up with a box of spacers that can't be used with the proper hardware.,2.0,negative
Convenient package.,4.0,positive
"Smell was overwhelming, didn't work very well as far as taking care of dry skin.",2.0,negative
tasty,4.0,positive
very good,4.0,positive
taste good,5.0,positive
"The reason I am a soda addict is because; Colas use a different type of caffeine (possibly Caffeine citrate?) and the cola nut.) Colas do not affect the nervous system like coffee. Coffee makes me nervous, shaky and has other side effects. Colas do not make me nervous...

Zevia uses coffee as the source of caffeine. Cannot drink it. I also do not like Stevia sweetener. Makes my system feel 'off'.

Please, someone out there make a true natural cola without coffee. Keep the main ingredients but NO sweeteners, no aspartame, no sugar, no fructose.., no coffee, no tea. We can add our own choice of sweetener.

Also tried that new soda making machine. No good! Ingredients loaded with chemicals, sulfites that cause migraines. No option to add my own choice of sweetener; forced to use high fructose corn syrup or aspartame...

Do we have to make our own truly natural sodas?! I am learning and will be free of all you guys someday!",2.0,negative
We really like Pacific broths in all of their flavors.  We use often as a base for rice.  Pacific seems to have less additives and unpronounceable ingredients than other brands.,5.0,positive
Didn't like these too well. My toddler likes the kettle corn only....so it's kind of a waste of money.. the other flavors won't get eaten.,2.0,negative
Nice taste great crunch and incredible ground pepper taste.,4.0,positive
"Sorry, I don't like the caramel flavoring",2.0,negative
I've bought this soap for a long time and this was the first time it was unuseable.  It was as thin as water so didn't have enough time to make suds.  Worthless and went straight into the garbage.,1.0,negative
"So Gross!  We're trying to find someone who can ingest aspartame (phenylalanine). without a bad reaction and who enjoys icky gum to give this too.  It does taste like that zebra stripe gum but with way too much flavor all at once.  We didn't really taste one flavor than the other later, like is implied by the packaging.  S.L. loves Trident gum but definitely not  the layers ones.  As someone else said, buy a single pack in a store to see if you like it so you don't waste money on gum you're going to pawn off on some poor sucker.",1.0,negative
Cute drawstring bag. Perfect size for small snack.,4.0,positive
"Holy Moses, this stuff stinks! I washed my hair and for the whole day I smelled like I was a little old lady with no sense of smell who had bathed in old lady perfume from the 1920's. Ugh. Unbearably stinky and it's so strong.

I love Suave but this stuff in horrid.",1.0,negative
